Index,Business Name,Business Address,Business Address(Line 1),Business Address(Line 2),Business Address Suburb,Business Phone Number,Eat Safe Rating,Permit Name,Business Address Suburb List
6192,Singapore Fast Wok,"Shop 35, Pinelands Plaza 663 Beenleigh Rd -","Shop 35, Pinelands Plaza",663 Beenleigh Rd,Sunnybank Hills,-,5,Cafe/Restaurant,"S, Sunnybank Hills"
6193,Daiki Grill and Bar,168 GOWAN ROAD -,168 GOWAN ROAD,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6194,Sunkids Childrens Centre - Sunnybank Hills,371 Jackson Road -,371 Jackson Road,,Sunnybank Hills,-,5,Child Care Centre,"S, Sunnybank Hills"
6195,Cafe!n,18/661 COMPTON ROAD -,18/661 COMPTON ROAD,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6196,I Dumplings Sunnybank Hills,"Shop 6, Sunhill Central, 22 Gowan Road -","Shop 6, Sunhill Central, 22 Gowan Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6197,Just The Cake Patisserie,22 Alphitonia Crescent -,22 Alphitonia Crescent,,Sunnybank Hills,-,4,Bakery/Patisserie,"S, Sunnybank Hills"
6198,BLUE MOON LOUNGE,6/70 Pinelands Rd -,6/70 Pinelands Rd,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6199,LouLan Halal Restaurant,"S T1 & T2, 22 Gown Road -","S T1 & T2, 22 Gown Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6200,Wok Stew,S 10 158 Gowan Rd -,S 10 158 Gowan Rd,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6201,The Sweet Life of Aby,7/145 Garro Street -,7/145 Garro Street,,Sunnybank Hills,-,5,Bakery/Patisserie,"S, Sunnybank Hills"
6202,9 Seafood Restaurant,"Shop 21, 21 Farne Street -","Shop 21, 21 Farne Street",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6203,Landy's Sweet House,4 Grandchester Street -,4 Grandchester Street,,Sunnybank Hills,-,4,"Bakery/Patisserie,Takeaway Food","S, Sunnybank Hills"
6204,PINOY DELIGHTS,12/661 Compton Rd -,12/661 Compton Rd,,Sunnybank Hills,-,4,"Food Manufacturer,Takeaway Food","S, Sunnybank Hills"
6205,Sunnycare Residential,138 Calam Rd -,138 Calam Rd,,Sunnybank Hills,-,,Care Facility,"S, Sunnybank Hills"
6206,United Sunnybank Hills,22 Gowan Rd -,22 Gowan Rd,,Sunnybank Hills,-,,Takeaway Food,"S, Sunnybank Hills"
6207,DUBHE,30/663 BEENLEIGH ROAD -,30/663 BEENLEIGH ROAD,,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6208,G.U TEA,"Shop 3, 22 Gowan Road -","Shop 3, 22 Gowan Road",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6209,Pinelands Fish Market,SHOP 20 663 BEENLEIGH RD -,SHOP 20 663 BEENLEIGH RD,,Sunnybank Hills,-,4,Food Shop,"S, Sunnybank Hills"
6210,Brigitts Bakeshop,"Unit 33, Pacific Centre 223 Calam Rd (8 Lear St) -","Unit 33, Pacific Centre",223 Calam Rd (8 Lear St),Sunnybank Hills,-,,Bakery/Patisserie,"S, Sunnybank Hills"
6211,Mcarvery,"S15B Sunnybank Hills Sh/g Ctre, 661 Compton Rd -","S15B Sunnybank Hills Sh/g Ctre, 661 Compton Rd",,Sunnybank Hills,-,4,Takeaway Food,"S, Sunnybank Hills"
6212,Indian Corner Restaurant,"Shop 19, 397 Hellawell Rd -","Shop 19, 397 Hellawell Rd",,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6213,Michelle's Sweet Kitchen,22 / 663 Beenleigh Road -,22 / 663 Beenleigh Road,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6214,Mr Curry,Sunnybank Hills Shopping Town Shop 15B1 / 661 Compton Road -,Sunnybank Hills Shopping Town,Shop 15B1 / 661 Compton Road,Sunnybank Hills,-,,Takeaway Food,"S, Sunnybank Hills"
6215,Moim House,"Shop 27, Sunnybank Hills Shoppingtown 661 Compton Road -","Shop 27, Sunnybank Hills Shoppingtown",661 Compton Road,Sunnybank Hills,-,4,"Takeaway Food,Cafe/Restaurant","S, Sunnybank Hills"
6216,Jack's Cafe Sunnybank Hills,661 Compton Rd -,661 Compton Rd,,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6217,Excellent Cup,"S43 Pinelands Shp/g Ctre, 663 Beenleigh Rd -","S43 Pinelands Shp/g Ctre, 663 Beenleigh Rd",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6218,Sonder Dessert,7 Farne Street -,7 Farne Street,,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6219,Ramen Danbo Sunnybank Hills,"T4, 22 Gowan Road -","T4, 22 Gowan Road",,Sunnybank Hills,-,3,Cafe/Restaurant,"S, Sunnybank Hills"
6220,Piptree Early Learning Sunnybank Hills,279 Gowan Road -,279 Gowan Road,,Sunnybank Hills,-,5,Child Care Centre,"S, Sunnybank Hills"
6221,Yat Tiu Rice Noodle Rolls,"Shop 5, 22 Gowan Rd -","Shop 5, 22 Gowan Rd",,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6222,Sweet Tongue Cakery,48 Lamona Circuit -,48 Lamona Circuit,,Sunnybank Hills,-,,Food Manufacturer,"S, Sunnybank Hills"
6223,Southside International Church,631 Beenleigh Rd -,631 Beenleigh Rd,,Sunnybank Hills,-,4,Cafe/Restaurant,"S, Sunnybank Hills"
6224,Little Chilab,"Shop 15D, Sunnybank Hills Shoppingtown 661 Compton Rd -","Shop 15D, Sunnybank Hills Shoppingtown",661 Compton Rd,Sunnybank Hills,-,4,Takeaway Food,"S, Sunnybank Hills"
6225,BOFU Dining Hall,35/223 CALAM ROAD Pacific Centre -,35/223 CALAM ROAD,Pacific Centre,Sunnybank Hills,-,,Cafe/Restaurant,"S, Sunnybank Hills"
6226,Tricare Sunnybank Hills Aged Care Residence,330 JACKSON ROAD -,330 JACKSON ROAD,,Sunnybank Hills,-,4,Care Facility,"S, Sunnybank Hills"
6227,Xiangbalao Butcher Shop,"S11, 663 Beenleigh Rd (Pinelands Sh/g Ctre) -","S11, 663 Beenleigh Rd (Pinelands Sh/g Ctre)",,Sunnybank Hills,-,,"Takeaway Food,Delicatessen","S, Sunnybank Hills"
6228,Acacia Ridge Hotel Motel,1386 Beaudesert Road -,1386 Beaudesert Road,,Acacia Ridge,-,3,Cafe/Restaurant,"A, Acacia Ridge"
6229,Souths Sports Club,174 Mortimer Road -,174 Mortimer Road,,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6230,Hefty's Takeaway,10 Bellrick Street -,10 Bellrick Street,,Acacia Ridge,-,4,"Takeaway Food,Cafe/Restaurant","A, Acacia Ridge"
6231,Lido Chinese Restaurant,"Shop 7, 1422 Beaudesert Road -","Shop 7, 1422 Beaudesert Road",,Acacia Ridge,-,4,Cafe/Restaurant,"A, Acacia Ridge"
6232,Borek Bakery,2/32 Success St -,2/32 Success St,,Acacia Ridge,-,4,Food Manufacturer,"A, Acacia Ridge"
6233,Bolton Clarke,40 Overlord Place -,40 Overlord Place,,Acacia Ridge,-,,"Caterer - Not for Profit,Food Manufacturer","A, Acacia Ridge"
6234,Field Cuisine,48 Overlord Pl -,48 Overlord Pl,,Acacia Ridge,-,4,Food Manufacturer,"A, Acacia Ridge"
6235,World Quality Food,69 Oxley Street 3276 8989,69 Oxley Street,,Acacia Ridge,3276 8989,,Food Manufacturer,"A, Acacia Ridge"
6236,Fu Wey Shiang,25/10 Miltiadis Street -,25/10 Miltiadis Street,,Acacia Ridge,-,3,Food Manufacturer,"A, Acacia Ridge"
6237,John Rice Noodles,Unit 2 / 8 Dulacca Street -,Unit 2 / 8 Dulacca Street,,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6238,Helen's European Cuisine,Acacia Ridge Business centre 7/30 McCotter Street 07 32722722,Acacia Ridge Business centre,7/30 McCotter Street,Acacia Ridge,07 32722722,,Food Manufacturer,"A, Acacia Ridge"
6239,Nerada Tea,Unit 2-47 Overlord Place 3272 0444,Unit 2-47 Overlord Place,,Acacia Ridge,3272 0444,4,Food Manufacturer,"A, Acacia Ridge"
6240,Subway Acacia Ridge,1350 Beaudesert Rd 3255 6288,1350 Beaudesert Rd,,Acacia Ridge,3255 6288,3,Cafe/Restaurant,"A, Acacia Ridge"
6241,Compass Group B&I Hospitality Service Pty Ltd,20 Paradise Rd -,20 Paradise Rd,,Acacia Ridge,-,5,Cafe/Restaurant,"A, Acacia Ridge"
6242,Churches of Christ Care Mortimer Aged Care Service,410 Mortimer Road -,410 Mortimer Road,,Acacia Ridge,-,5,Care Facility,"A, Acacia Ridge"
6243,CHICKEN SHED BNE,5/1150 BEAUDESERT ROAD -,5/1150 BEAUDESERT ROAD,,Acacia Ridge,-,4,Cafe/Restaurant,"A, Acacia Ridge"
6244,Rhy's Restaurant,1260 Beaudesert Road 0738752429,1260 Beaudesert Road,,Acacia Ridge,0738752429,3,Cafe/Restaurant,"A, Acacia Ridge"
6245,ACACIA VIET'S TAKEAWAY,S 3 1227 Beaudesert Rd -,S 3 1227 Beaudesert Rd,,Acacia Ridge,-,3,Cafe/Restaurant,"A, Acacia Ridge"
6246,Rex's Cuisine,24-28 Elizabeth St -,24-28 Elizabeth St,,Acacia Ridge,-,4,"Cafe/Restaurant,Takeaway Food","A, Acacia Ridge"
6247,Spanish Centre,174 Mortimer Road -,174 Mortimer Road,,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6248,KFC - Acacia Ridge,1404 Beaudesert Rd 34700357,1404 Beaudesert Rd,,Acacia Ridge,34700357,,Cafe/Restaurant,"A, Acacia Ridge"
6249,Brig-o-doon,425 Mortimer Road 3373 2222,425 Mortimer Road,,Acacia Ridge,3373 2222,4,Care Facility,"A, Acacia Ridge"
6250,Rainbow Thai QLD Pty Ltd,2 / 1410 Beaudesert Rd -,2 / 1410 Beaudesert Rd,,Acacia Ridge,-,3,"Takeaway Food,Cafe/Restaurant","A, Acacia Ridge"
6251,Golden Crust Bakery Acacia Ridge,Unit 21 / 28 Elizabeth Street -,Unit 21 / 28 Elizabeth Street,,Acacia Ridge,-,,Bakery/Patisserie,"A, Acacia Ridge"
6252,L T T PATISSERIE,365 MORTIMER ROAD -,365 MORTIMER ROAD,,Acacia Ridge,-,,Bakery/Patisserie,"A, Acacia Ridge"
6253,IGA Acacia Ridge,11/28 ELizabeth St -,11/28 ELizabeth St,,Acacia Ridge,-,,"Delicatessen,Fruit and Vegetable Processing","A, Acacia Ridge"
6254,Woolworths Acacia Ridge 2706,1150 Beaudesert Road -,1150 Beaudesert Road,,Acacia Ridge,-,,"Bakery/Patisserie,Food Shop,Delicatessen","A, Acacia Ridge"
6255,Qld Synchronized Ice Skating Club,1179 BEAUDESERT RD 0402009515,1179 BEAUDESERT RD,,Acacia Ridge,0402009515,,Food Stall,"A, Acacia Ridge"
6256,Mahendra's Indian Cuisine,"Shop 6, 1127 Beaudesert Road -","Shop 6, 1127 Beaudesert Road",,Acacia Ridge,-,4,Cafe/Restaurant,"A, Acacia Ridge"
6257,Zambas Cafe,2/16 Dulacca St -,2/16 Dulacca St,,Acacia Ridge,-,3,"Cafe/Restaurant,Takeaway Food","A, Acacia Ridge"
6258,David's Snack Bar,Shop 1 / 351 Mortimer Road 3277 3469,Shop 1 / 351 Mortimer Road,,Acacia Ridge,3277 3469,,Takeaway Food,"A, Acacia Ridge"
6259,Fresh & Yum,Shop 2 / 105 Colebard Street -,Shop 2 / 105 Colebard Street,,Acacia Ridge,-,,"Takeaway Food,Cafe/Restaurant","A, Acacia Ridge"
6260,Acacia Cafe and Snackbar,9 / 15 Overlord Place -,9 / 15 Overlord Place,,Acacia Ridge,-,3,Takeaway Food,"A, Acacia Ridge"
6261,Muncheez Pizza & Kabab,20/1150 Beaudesert Rd -,20/1150 Beaudesert Rd,,Acacia Ridge,-,3,Takeaway Food,"A, Acacia Ridge"
6262,Munch Inn Cafe,"Shop 3, 28 Elizabeth Street -","Shop 3, 28 Elizabeth Street",,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6263,Good Taste Kitchen,"Shop 3, 1168 Beaudesert Road -","Shop 3, 1168 Beaudesert Road",,Acacia Ridge,-,,Takeaway Food,"A, Acacia Ridge"
6264,Oxley Street Takeaway,3/67 Oxley Street 0732772473,3/67 Oxley Street,,Acacia Ridge,0732772473,3,Takeaway Food,"A, Acacia Ridge"
6265,Shiraz Bake,12/365 Mortimer Rd -,12/365 Mortimer Rd,,Acacia Ridge,-,3,Bakery/Patisserie,"A, Acacia Ridge"
6266,Co.As.It. Community Services Ltd,79 Sussex St -,79 Sussex St,,Acacia Ridge,-,5,Care Facility,"A, Acacia Ridge"
6267,Uncles Charcoal Kebab & Pizza,"Shop 14, 1102 Beaudesert Rd -","Shop 14, 1102 Beaudesert Rd",,Acacia Ridge,-,3,Takeaway Food,"A, Acacia Ridge"
6268,Klopa Snack Bar,Unit 24 / 37 Mortimer Road -,Unit 24 / 37 Mortimer Road,,Acacia Ridge,-,,Takeaway Food,"A, Acacia Ridge"
6269,Helen's European Cuisine,Acacia Ridge Business centre 7/30 McCotter Street 07 32722722,Acacia Ridge Business centre,7/30 McCotter Street,Acacia Ridge,07 32722722,5,Food Manufacturer,"A, Acacia Ridge"
6270,Pink Takeaway,"Shop 1, 1102 Beaudesert Rd -","Shop 1, 1102 Beaudesert Rd",,Acacia Ridge,-,3,Takeaway Food,"A, Acacia Ridge"
6271,Domino's Acacia Ridge,4/1422 Beaudesert Road -,4/1422 Beaudesert Road,,Acacia Ridge,-,,Takeaway Food,"A, Acacia Ridge"
6272,YMCA Community Early Childhood Centre,28/30 Chifley Street 32776333,28/30 Chifley Street,,Acacia Ridge,32776333,,Child Care Centre,"A, Acacia Ridge"
6273,Acacia Ridge Early Years Centre and Kindergarten,540 Beatty Road -,540 Beatty Road,,Acacia Ridge,-,4,Child Care Centre,"A, Acacia Ridge"
6274,Queensland Catering Services,247 Bradman St 07 32622904,247 Bradman St,,Acacia Ridge,07 32622904,4,Takeaway Food,"A, Acacia Ridge"
6275,Pastry 'n' Co. / Cake Cart,Building D /163 Ingram Road -,Building D /163 Ingram Road,,Acacia Ridge,-,5,"Bakery/Patisserie,Food Manufacturer","A, Acacia Ridge"
6276,Trumps Pty Ltd,27 Overlord Place 32747111,27 Overlord Place,,Acacia Ridge,32747111,5,Food Manufacturer,"A, Acacia Ridge"
6277,Zarraffas Coffee Acacia Ridge,1156 Beaudesert Road -,1156 Beaudesert Road,,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6278,Sunrise Kids Early Education and Care - Acacia Ridge,70 Elizabeth Street 3277 4052,70 Elizabeth Street,,Acacia Ridge,3277 4052,,Child Care Centre,"A, Acacia Ridge"
6279,Pepper Bite Indian Restaurant,6 / 1422 Beaudesert Rd (1410 Beaudesert) -,6 / 1422 Beaudesert Rd (1410 Beaudesert),,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6280,McDonald's Acacia Ridge,1439 Beaudesert Rd -,1439 Beaudesert Rd,,Acacia Ridge,-,4,"Cafe/Restaurant,Takeaway Food","A, Acacia Ridge"
6281,Guppys Early Learning,7 Mannington Rd -,7 Mannington Rd,,Acacia Ridge,-,5,Child Care Centre,"A, Acacia Ridge"
6282,Flavour Creations Pty Ltd,32 Murdoch Circuit -,32 Murdoch Circuit,,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6283,The New Hotpot,"Shop 21, Acacia Marketplace, 1150 Beaudesert Rd -","Shop 21, Acacia Marketplace, 1150 Beaudesert Rd",,Acacia Ridge,-,5,Cafe/Restaurant,"A, Acacia Ridge"
6284,Food Waves,Shop 6 1227 Beaudesert Rd -,Shop 6 1227 Beaudesert Rd,,Acacia Ridge,-,3,Food Manufacturer,"A, Acacia Ridge"
6285,Afgan Hypermarket,Shop 10/1102 Beaudesert Rd -,Shop 10/1102 Beaudesert Rd,,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6286,Kabul Sweets Bakery,"Shop 7, 1102 Beaudesert Rd -","Shop 7, 1102 Beaudesert Rd",,Acacia Ridge,-,3,Bakery/Patisserie,"A, Acacia Ridge"
6287,Cha Charcoal Grill,Shop 10 1227 Beaudesert Road -,Shop 10 1227 Beaudesert Road,,Acacia Ridge,-,,Takeaway Food,"A, Acacia Ridge"
6288,Amiri Juice,S 13 365 Mortimer Rd -,S 13 365 Mortimer Rd,,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6289,7-Eleven 4259A,139 Beenleigh Rd -,139 Beenleigh Rd,,Acacia Ridge,-,,Food Shop,"A, Acacia Ridge"
6290,Cake Alchemy,-,,,Acacia Ridge,-,4,Food Manufacturer,"A, Acacia Ridge"
6291,Thai Topia Street Food Kitchen,"Shop 7, Acacia Marketplace Shopping Centre 1136-1150 Beaudesert Rd -","Shop 7, Acacia Marketplace Shopping Centre",1136-1150 Beaudesert Rd,Acacia Ridge,-,,"Cafe/Restaurant,Takeaway Food","A, Acacia Ridge"
6292,Wolf Bakes,2/52 Overlord Place -,2/52 Overlord Place,,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6293,Naz Bakery,Shop 6&7/365 Mortimer Road -,Shop 6&7/365 Mortimer Road,,Acacia Ridge,-,,Bakery/Patisserie,"A, Acacia Ridge"
6294,Bunnings Group Limited,66 McCotter Street -,66 McCotter Street,,Acacia Ridge,-,,Takeaway Food,"A, Acacia Ridge"
6295,Arctic Ice,23 Dulacca Street -,23 Dulacca Street,,Acacia Ridge,-,5,Food Manufacturer,"A, Acacia Ridge"
6296,Half Time Tea Bar,"Unit 4, 8 Dulacca Street -","Unit 4, 8 Dulacca Street",,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6297,Guzman Y Gomez Acacia Ridge,"Tenancy 1, 1439 Beaudesert Road -","Tenancy 1, 1439 Beaudesert Road",,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6298,The Wesley Foodbarn,174 Mortimer Road (Acacia Ridge Soccer Club) -,174 Mortimer Road (Acacia Ridge Soccer Club),,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6299,Pho Lewis Tran,"Shop 11, 1150 Beaudesert Road -","Shop 11, 1150 Beaudesert Road",,Acacia Ridge,-,3,Takeaway Food,"A, Acacia Ridge"
6300,7-Eleven 4250A,1439 Beaudesert Rd -,1439 Beaudesert Rd,,Acacia Ridge,-,,Food Shop,"A, Acacia Ridge"
6301,Help Enterprises,66 McCotter Street -,66 McCotter Street,,Acacia Ridge,-,4,Food Manufacturer,"A, Acacia Ridge"
6302,Krispy Kreme Doughnuts,1190 Beaudesert Road -,1190 Beaudesert Road,,Acacia Ridge,-,5,Cafe/Restaurant,"A, Acacia Ridge"
6303,Iceworld Olympic Ice Rinks,1179 Beaudesert Road -,1179 Beaudesert Road,,Acacia Ridge,-,,Cafe/Restaurant,"A, Acacia Ridge"
6304,Sushi Acacia,"Shop T9, 1150 Beaudesert Road -","Shop T9, 1150 Beaudesert Road",,Acacia Ridge,-,5,Takeaway Food,"A, Acacia Ridge"
6305,The Scottish Baker by Helen's,6/30 McCotter Street -,6/30 McCotter Street,,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6306,Priestley's Gourmet Delights,9 Research Street -,9 Research Street,,Acacia Ridge,-,,Food Manufacturer,"A, Acacia Ridge"
6307,Geebung Cafe & Takeaway,35 TRAFFORD CRES -,35 TRAFFORD CRES,,Heathwood,-,4,"Takeaway Food,Cafe/Restaurant","H, Heathwood"
6308,Cafe Valsapori,3/21 Stradbroke Street -,3/21 Stradbroke Street,,Heathwood,-,3,Cafe/Restaurant,"H, Heathwood"
6309,Gallino Pizza,"Shop 2, 137 Parkwood Drive -","Shop 2, 137 Parkwood Drive",,Heathwood,-,3,Cafe/Restaurant,"H, Heathwood"
6310,The Bake Co,33 The Avenue -,33 The Avenue,,Heathwood,-,3,Food Manufacturer,"H, Heathwood"
6311,Kidz Magic,77 Juniper Street -,77 Juniper Street,,Heathwood,-,,Child Care Centre,"H, Heathwood"
6312,Sugar Dreams Bakery,15 Stapylton Rd -,15 Stapylton Rd,,Heathwood,-,3,Bakery/Patisserie,"H, Heathwood"
6313,FEED N FRENZY,7/15 Stapylton Rd -,7/15 Stapylton Rd,,Heathwood,-,4,Takeaway Food,"H, Heathwood"
6314,Denco Trading Pty Ltd,35 Noosa St -,35 Noosa St,,Heathwood,-,,Food Manufacturer,"H, Heathwood"
6315,Hilton Foods Australia,22 Seeana Place -,22 Seeana Place,,Heathwood,-,5,Cafe/Restaurant,"H, Heathwood"
6316,Hilton Foods Australia Pty Ltd,22 Seeana Place -,22 Seeana Place,,Heathwood,-,,Food Manufacturer,"H, Heathwood"
6317,Zarraffas Coffee Heathwood,1/15 Stapylton Rd -,1/15 Stapylton Rd,,Heathwood,-,,Cafe/Restaurant,"H, Heathwood"
6318,Thanh Qui Cake,7 Ironbark Place -,7 Ironbark Place,,Heathwood,-,,Bakery/Patisserie,"H, Heathwood"
6319,Oporto Heathwood,15 Stapylton Rd -,15 Stapylton Rd,,Heathwood,-,4,"Cafe/Restaurant,Takeaway Food","H, Heathwood"
6320,Emily's Cakes n Bakes,70 Invergarry Circuit -,70 Invergarry Circuit,,Heathwood,-,,Food Manufacturer,"H, Heathwood"
6321,Noodle Box Heathwood,"Shop 3, 15 Stapylton Road (7 Eleven Fuel Centre) -","Shop 3, 15 Stapylton Road (7 Eleven Fuel Centre)",,Heathwood,-,3,Takeaway Food,"H, Heathwood"
6322,Woolworths Ltd Brisbane RDC,70 Distribution Street 0738091955,70 Distribution Street,,Larapinta,0738091955,4,Cafe/Restaurant,"L, Larapinta"
6323,Coolabah Tree Cafe,5 / 92 Radius Dr -,5 / 92 Radius Dr,,Larapinta,-,5,Cafe/Restaurant,"L, Larapinta"
6324,BP Logan Motorway,92 RADIUS DRIVE -,92 RADIUS DRIVE,,Larapinta,-,,Takeaway Food,"L, Larapinta"
6325,McDonald's BP Logan Motorway,98 Radius Dr (BP Travel Centre Logan Motorway) -,98 Radius Dr,(BP Travel Centre Logan Motorway),Larapinta,-,,Takeaway Food,"L, Larapinta"
6326,Red Rooster Larapinta,"BP Service Centre, Logan Motorway, 92 Radius Dve -","BP Service Centre, Logan Motorway, 92 Radius Dve",,Larapinta,-,4,Takeaway Food,"L, Larapinta"
6327,Subway Pallara,"Shop 1.4, Pallara Shopping Village 201 Gooderham Rd -","Shop 1.4, Pallara Shopping Village",201 Gooderham Rd,Pallara,-,4,Takeaway Food,"P, Pallara"
6328,PALLARA BAKEHOUSE,7/201 GOODERHAM ROAD -,7/201 GOODERHAM ROAD,,Pallara,-,4,Bakery/Patisserie,"P, Pallara"
6329,H & H Canteens,Pallara State School 39 Ritchie Rd -,Pallara State School,39 Ritchie Rd,Pallara,-,,Takeaway Food,"P, Pallara"
6330,Mista Boo Sushi & Chicken,201 GOODERHAM ROAD -,201 GOODERHAM ROAD,,Pallara,-,,Cafe/Restaurant,"P, Pallara"
6331,Lunaire Creations,13 Zenith Pl -,13 Zenith Pl,,Pallara,-,,Bakery/Patisserie,"P, Pallara"
6332,Dominos Pizza Pallara,"Shop 5, 201 Gooderham Rd -","Shop 5, 201 Gooderham Rd",,Pallara,-,4,Takeaway Food,"P, Pallara"
6333,Burger'D Pallara PTY LTD,"201 GOODERHAM ROAD Shop T2.2, Pallara Shopping Village -",201 GOODERHAM ROAD,"Shop T2.2, Pallara Shopping Village",Pallara,-,4,"Cafe/Restaurant,Takeaway Food","P, Pallara"
6334,Pallara Early Learning Centre,10 Ritchie Road -,10 Ritchie Road,,Pallara,-,,Child Care Centre,"P, Pallara"
6335,Coles Supermarket,201 Gooderham Road -,201 Gooderham Road,,Pallara,-,,"Bakery/Patisserie,Delicatessen,Fruit and Vegetable Processing","P, Pallara"
6336,MEDITERRANEAN OASIS (GRILL SHAWARMA & GYROS) PTY LTD,Pallara Shopping Village Tenancy T2.3 201 GOODERHAM ROAD -,Pallara Shopping Village Tenancy T2.3,201 GOODERHAM ROAD,Pallara,-,,Cafe/Restaurant,"P, Pallara"
6337,Pallara Childcare Centre,86 Pallara Avenue -,86 Pallara Avenue,,Pallara,-,,Child Care Centre,"P, Pallara"
6338,Wide Distribution,10/31 Gardens Drive 3711 7683,10/31 Gardens Drive,,Willawong,3711 7683,,Food Manufacturer,"W, Willawong"
6339,Nissi Banhmi,1/23 Gardens Dr -,1/23 Gardens Dr,,Willawong,-,3,Takeaway Food,"W, Willawong"
6340,Serbian Australian Centre Willawong Ltd,1 Camden Road -,1 Camden Road,,Willawong,-,,Cafe/Restaurant,"W, Willawong"
6341,Caltex Willawong,500 LEAROYD ROAD -,500 LEAROYD ROAD,,Willawong,-,,Takeaway Food,"W, Willawong"
6342,Sammy G's Kitchen,"Building N11, 170 KESSELS RD -","Building N11, 170 KESSELS RD",,Nathan,-,3,Cafe/Restaurant,"N, Nathan"
6343,Griffith University Uni Bar & Function Centre,Building N71 Griffith University Nathan Campus 170 KESSELS ROAD -,Building N71 Griffith University Nathan Campus,170 KESSELS ROAD,Nathan,-,3,Cafe/Restaurant,"N, Nathan"
6344,Cafe Rossa,"N76, 170 Kessels Road (Griffith Uni) -","N76, 170 Kessels Road (Griffith Uni)",,Nathan,-,4,Cafe/Restaurant,"N, Nathan"
6345,Australian Catering Services (Nissan Arena),490 MAINS ROAD -,490 MAINS ROAD,,Nathan,-,4,"Cafe/Restaurant,Takeaway Food","N, Nathan"
6346,Australian Catering Services,584 Mains Rd (590 Mains Rd)(QE II Sporting Ctre Qld Netball) -,584 Mains Rd (590 Mains Rd)(QE II Sporting Ctre Qld Netball),,Nathan,-,,"Cafe/Restaurant,Caterer - On Site","N, Nathan"
6347,Indian Brothers Restaurant,"Building N66, Griffith University Nathan Campus 170 Kessels Road -","Building N66, Griffith University Nathan Campus",170 Kessels Road,Nathan,-,,Cafe/Restaurant,"N, Nathan"
6348,Mana Coffee,Griffith University Nathan Campus N66F/170 Kessels Rd -,Griffith University Nathan Campus,N66F/170 Kessels Rd,Nathan,-,,Cafe/Restaurant,"N, Nathan"
6349,The Noodle House,"Griffith University Shop N66A, 170 Kessels Rd -",Griffith University,"Shop N66A, 170 Kessels Rd",Nathan,-,,Takeaway Food,"N, Nathan"
6350,Australian Catering Services (QSAC),590 Mains Rd (Cnr Kessles Rd) (QSAC) -,590 Mains Rd (Cnr Kessles Rd) (QSAC),,Nathan,-,,"Cafe/Restaurant,Takeaway Food","N, Nathan"
6351,Carraway Pier,"Shop 17, 8 Carraway St 07 3839 7698","Shop 17, 8 Carraway St",,Kuraby,07 3839 7698,,Takeaway Food,"K, Kuraby"
6352,The Spice Villa,"Shop 5, 1307 Beenleigh Road -","Shop 5, 1307 Beenleigh Road",,Kuraby,-,,Cafe/Restaurant,"K, Kuraby"
6353,Sams Gourmet Pizzas,Shop 3/1347 Beenleigh Road 32197988,Shop 3/1347 Beenleigh Road,,Kuraby,32197988,,Takeaway Food,"K, Kuraby"
6354,Bosthans Catering,15 Courtney Place 38416587,15 Courtney Place,,Kuraby,38416587,,Food Manufacturer,"K, Kuraby"
6355,Nat's Baking Brisbane,18 Oasis Cres -,18 Oasis Cres,,Kuraby,-,,Food Manufacturer,"K, Kuraby"
